,file_path,file_name_extension,file_type,file_name_toc,file_name_post_processing_label,upload_to_lv2_toc
6,/Users/surenderkumar/Documents/DST_Hub/ai-prod-automation-01/filenaming_data/pkg_data/AP/251374/extracted-raw/Files/D) Bonakdarian ( Chapter 1).docx,.docx,manuscript,AP_01_EIBR_C010,Chapter,TRUE
